"","geneNames"
"1316","HIST2H2AA3"
"1317","AC239868.3"
"1318","HIST2H2AA4"
"1319","HIST2H4B"
"1320","AC239868.2"
"1321","HIST2H2BE"
"1322","HIST2H2AC"
"1323","HIST2H2AB"
"1324","BOLA1"
"1325","SV2A"
"1326","SF3B4"
"1327","MTMR11"
"1328","OTUD7B"
"1329","VPS45"
"1330","PLEKHO1"
"1331","ANP32E"
"1332","AC242988.1"
"1333","CA14"
"1334","APH1A"
"1335","C1orf54"
"1336","CIART"
"1337","MRPS21"
"1338","PRPF3"
"1339","RPRD2"
"1340","TARS2"
"1341","ECM1"
"1342","FALEC"
"1343","AL356356.1"
"1344","ADAMTSL4"
"1345","MCL1"
"1346","ENSA"
"1347","GOLPH3L"
"1348","HORMAD1"
"1349","CTSS"
"1350","CTSK"
"1351","ARNT"
"1352","SETDB1"
"1353","CERS2"
"1354","AL590133.2"
"1355","AL590133.1"
"1356","ANXA9"
"1357","MINDY1"
"1358","PRUNE1"
"1359","BNIPL"
"1360","C1orf56"
"1361","CDC42SE1"
"1362","MLLT11"
"1363","GABPB2"
"1364","SEMA6C"
"1365","TNFAIP8L2"
"1366","SCNM1"
"1367","LYSMD1"
"1368","TMOD4"
"1369","VPS72"
"1370","PIP5K1A"
"1371","PSMD4"
"1372","AL391069.2"
"1373","ZNF687"
"1374","PI4KB"
"1375","AL391069.4"
"1376","RFX5"
"1377","AL391069.1"
"1378","AL391069.3"
"1379","SELENBP1"
"1380","PSMB4"
"1381","POGZ"
"1382","CGN"
"1383","TUFT1"
"1384","SNX27"
"1385","AL391335.1"
"1386","AL589765.7"
"1387","MRPL9"
"1388","OAZ3"
"1389","AL589765.4"
"1390","AL589765.5"
"1391","TDRKH"
"1392","TDRKH-AS1"
"1393","AL589765.6"
"1394","LINGO4"
"1395","RORC"
"1396","C2CD4D"
"1397","AL450992.2"
"1398","THEM5"
"1399","THEM4"
"1400","S100A10"
"1401","AL450992.1"
"1402","S100A11"
"1403","TCHH"
"1404","FLG-AS1"
"1405","AL589986.2"
"1406","HRNR"
"1407","FLG2"
"1408","LINC01527"
"1409","LOR"
"1410","PGLYRP4"
"1411","S100A9"
"1412","S100A12"
"1413","S100A8"
"1414","S100A6"
"1415","S100A5"
"1416","S100A4"
"1417","S100A3"
"1418","S100A2"
"1419","S100A16"
"1420","S100A13"
"1421","S100A1"
"1422","AL162258.2"
"1423","CHTOP"
"1424","SNAPIN"
"1425","ILF2"
"1426","INTS3"
"1427","AL513523.3"
"1428","SLC27A3"
"1429","GATAD2B"
"1430","AL358472.5"
"1431","DENND4B"
"1432","CRTC2"
"1433","SLC39A1"
"1434","AL358472.4"
"1435","AL358472.3"
"1436","CREB3L4"
"1437","JTB"
"1438","AL358472.2"
"1439","RAB13"
"1440","RPS27"
"1441","NUP210L"
"1442","TPM3"
"1443","C1orf189"
"1444","C1orf43"
"1445","UBAP2L"
"1446","HAX1"
"1447","AQP10"
"1448","ATP8B2"
"1449","IL6R-AS1"
"1450","IL6R"
"1451","SHE"
"1452","AL162591.2"
"1453","UBE2Q1"
"1454","CHRNB2"
"1455","AL592078.1"
"1456","ADAR"
"1457","KCNN3"
"1458","PMVK"
"1459","AL451085.1"
"1460","PBXIP1"
"1461","PYGO2"
"1462","AL451085.2"
"1463","SHC1"
"1464","CKS1B"
"1465","FLAD1"
"1466","LENEP"
"1467","ZBTB7B"
"1468","DCST2"
"1469","DCST1"
"1470","DCST1-AS1"
"1471","ADAM15"
"1472","EFNA4"
"1473","EFNA3"
"1474","EFNA1"
"1475","SLC50A1"
"1476","DPM3"
"1477","KRTCAP2"
"1478","TRIM46"
"1479","MUC1"
"1480","AC234582.1"
"1481","THBS3"
"1482","MTX1"
"1483","AC234582.2"
"1484","GBA"
"1485","FAM189B"
"1486","SCAMP3"
"1487","CLK2"
"1488","HCN3"
"1489","PKLR"
"1490","FDPS"
"1491","RUSC1-AS1"
"1492","RUSC1"
"1493","ASH1L"
"1494","ASH1L-AS1"
"1495","AL353807.2"
"1496","MSTO1"
"1497","YY1AP1"
"1498","DAP3"
"1499","GON4L"
"1500","SYT11"
"1501","RIT1"
"1502","KHDC4"
"1503","RXFP4"
"1504","ARHGEF2"
"1505","AL355388.2"
"1506","AL355388.1"
"1507","SSR2"
"1508","UBQLN4"
"1509","LAMTOR2"
"1510","RAB25"
"1511","MEX3A"
"1512","LMNA"
"1513","SEMA4A"
"1514","SLC25A44"
"1515","PMF1-BGLAP"
"1516","PMF1"
"1517","BGLAP"
"1518","PAQR6"
"1519","SMG5"
"1520","TMEM79"
"1521","GLMP"
"1522","VHLL"
"1523","CCT3"
"1524","TSACC"
"1525","AL139130.1"
"1526","C1orf61"
"1527","AL139412.1"
"1528","MEF2D"
"1529","AL365181.1"
"1530","IQGAP3"
"1531","TTC24"
"1532","NAXE"
"1533","GPATCH4"
"1534","HAPLN2"
"1535","AL365181.2"
"1536","BCAN"
"1537","NES"
"1538","AL590666.3"
"1539","CRABP2"
"1540","AL590666.1"
"1541","ISG20L2"
"1542","RRNAD1"
"1543","MRPL24"
"1544","HDGF"
"1545","PRCC"
"1546","SH2D2A"
"1547","NTRK1"
"1548","INSRR"
"1549","PEAR1"
"1550","ARHGEF11"
"1551","ETV3L"
"1552","ETV3"
"1553","FCRL5"
"1554","FCRL3"
"1555","AL356276.1"
"1556","FCRL2"
"1557","FCRL1"
"1558","CD1D"
"1559","AL138899.1"
"1560","CD1A"
"1561","CD1C"
"1562","CD1B"
"1563","CD1E"
"1564","OR10K1"
"1565","SPTA1"
"1566","OR6N1"
"1567","MNDA"
"1568","PYHIN1"
"1569","IFI16"
"1570","AIM2"
"1571","CADM3"
"1572","CADM3-AS1"
"1573","FCER1A"
"1574","DUSP23"
"1575","FCRL6"
"1576","SLAMF8"
"1577","AL590560.1"
"1578","VSIG8"
"1579","AL590560.2"
"1580","CFAP45"
"1581","TAGLN2"
"1582","IGSF9"
"1583","SLAMF9"
"1584","LINC01133"
"1585","KCNJ10"
"1586","PIGM"
"1587","AL121987.1"
"1588","KCNJ9"
"1589","IGSF8"
"1590","ATP1A2"
"1591","ATP1A4"
"1592","CASQ1"
"1593","AL121987.2"
"1594","PEA15"
"1595","DCAF8"
"1596","AL139011.2"
"1597","AL139011.1"
"1598","PEX19"
"1599","COPA"
"1600","NCSTN"
"1601","NHLH1"
"1602","VANGL2"
"1603","SLAMF6"
"1604","AL138930.1"
"1605","CD84"
"1606","SLAMF1"
"1607","AL121985.1"
"1608","CD48"
"1609","SLAMF7"
"1610","LY9"
"1611","CD244"
"1612","ITLN1"
"1613","F11R"
"1614","TSTD1"
"1615","USF1"
"1616","ARHGAP30"
"1617","NECTIN4"
"1618","KLHDC9"
"1619","PFDN2"
"1620","NIT1"
"1621","DEDD"
"1622","UFC1"
"1623","AL590714.1"
"1624","USP21"
"1625","PPOX"
"1626","B4GALT3"
"1627","ADAMTS4"
"1628","NDUFS2"
"1629","FCER1G"
"1630","APOA2"
"1631","TOMM40L"
"1632","NR1I3"
"1633","PCP4L1"
"1634","MPZ"
"1635","SDHC"
"1636","CFAP126"
"1637","AL592295.4"
"1638","AL592295.3"
"1639","AL831711.1"
"1640","FCGR2A"
"1641","HSPA6"
"1642","FCGR3A"
"1643","FCGR3B"
"1644","FCGR2B"
"1645","FCRLA"
"1646","FCRLB"
"1647","DUSP12"
"1648","AL359541.1"
"1649","ATF6"
"1650","OLFML2B"
"1651","NOS1AP"
"1652","C1orf226"
"1653","SPATA46"
"1654","SH2D1B"
"1655","UHMK1"
"1656","AL596325.1"
"1657","UAP1"
"1658","DDR2"
"1659","HSD17B7"
"1660","CCDC190"
"1661","RGS5"
"1662","AL499616.1"
"1663","RGS5.1"
"1664","NUF2"
"1665","PBX1"
"1666","AL356441.1"
"1667","MGST3"
"1668","ALDH9A1"
"1669","AL451074.6"
"1670","TMCO1"
"1671","AL451074.2"
"1672","UCK2"
"1673","AL358115.1"
"1674","FAM78B"
"1675","AL626787.1"
"1676","LINC01675"
"1677","POGK"
"1678","TADA1"
"1679","ILDR2"
"1680","MAEL"
"1681","GPA33"
"1682","AL451050.2"
"1683","POU2F1"
"1684","CD247"
"1685","AL359962.2"
"1686","CREG1"
"1687","AL031733.2"
"1688","RCSD1"
"1689","MPZL1"
"1690","ADCY10"
"1691","MPC2"
"1692","DCAF6"
"1693","GPR161"
"1694","TIPRL"
"1695","SFT2D2"
"1696","TBX19"
"1697","AL023755.1"
"1698","XCL2"
"1699","XCL1"
"1700","LINC00970"
"1701","ATP1B1"
"1702","NME7"
"1703","BLZF1"
"1704","CCDC181"
"1705","SLC19A2"
"1706","AL021068.1"
"1707","F5"
"1708","SELP"
"1709","C1orf112"
"1710","SELL"
"1711","METTL18"
"1712","SCYL3"
"1713","KIFAP3"
"1714","GORAB"
"1715","FMO3"
"1716","AL445673.1"
"1717","FMO1"
"1718","FMO4"
"1719","PRRC2C"
"1720","MYOCOS"
"1721","VAMP4"
"1722","METTL13"
"1723","DNM3"
"1724","DNM3OS"
"1725","PIGC"
"1726","SUCO"
"1727","FASLG"
"1728","AL022310.1"
"1729","TNFSF4"
"1730","AL645568.1"
"1731","PRDX6"
"1732","SLC9C2"
"1733","ANKRD45"
"1734","KLHL20"
"1735","CENPL"
"1736","DARS2"
"1737","GAS5-AS1"
"1738","ZBTB37"
"1739","SERPINC1"
"1740","RC3H1"
"1741","AL121983.1"
"1742","AL121983.2"
"1743","RABGAP1L"
"1744","GPR52"
"1745","Z99127.1"
"1746","CACYBP"
"1747","MRPS14"
"1748","TNN"
"1749","KIAA0040"
"1750","TNR"
"1751","AL513329.1"
"1752","COP1"
"1753","AL590723.1"
"1754","AL359265.3"
"1755","PAPPA2"
"1756","SEC16B"
"1757","RASAL2-AS1"
"1758","RASAL2"
"1759","CLEC20A"
"1760","TEX35"
"1761","C1orf220"
"1762","AL137796.1"
"1763","AL449106.1"
"1764","RALGPS2"
"1765","ANGPTL1"
"1766","FAM20B"
"1767","TOR3A"
"1768","ABL2"
"1769","SOAT1"
"1770","AXDND1"
"1771","FAM163A"
"1772","TOR1AIP2"
"1773","AL353708.3"
"1774","TOR1AIP1"
"1775","AL353708.1"
"1776","CEP350"
"1777","QSOX1"
"1778","LHX4"
"1779","ACBD6"
"1780","XPR1"
"1781","KIAA1614"
"1782","AL162431.2"
"1783","KIAA1614-AS1"
"1784","STX6"
"1785","MR1"
"1786","IER5"
"1787","LINC01732"
"1788","AL355482.1"
"1789","AL355482.2"
"1790","GLUL"
"1791","TEDDM1"
"1792","LINC00272"
"1793","RGSL1"
"1794","RNASEL"
"1795","RGS16"
"1796","LINC01686"
"1797","NPL"
"1798","DHX9"
"1799","LAMC1"
"1800","LAMC2"
"1801","NMNAT2"
"1802","SMG7"
"1803","NCF2"
"1804","ARPC5"
"1805","RGL1"
"1806","APOBEC4"
"1807","COLGALT2"
"1808","TSEN15"
"1809","AL445228.2"
"1810","C1orf21"
"1811","EDEM3"
"1812","FAM129A"
"1813","RNF2"
"1814","TRMT1L"
"1815","SWT1"
"1816","IVNS1ABP"
"1817","AL078644.2"
"1818","AL133383.1"
"1819","HMCN1"
"1820","AL133553.1"
"1821","PRG4"
"1822","TPR"
"1823","ODR4"
"1824","OCLM"
"1825","AL596220.1"
"1826","PDC"
"1827","AL096803.3"
"1828","PTGS2"
"1829","PACERR"
"1830","PLA2G4A"
"1831","ERVMER61-1"
"1832","AL954650.1"
"1833","RGS18"
"1834","AL390957.1"
"1835","AL136987.1"
"1836","RGS1"
"1837","RGS13"
"1838","AL136454.1"
"1839","RGS2"
"1840","UCHL5"
"1841","TROVE2"
"1842","GLRX2"
"1843","CDC73"
"1844","B3GALT2"
"1845","LINC01031"
"1846","AL357793.1"
"1847","AL357793.2"
"1848","AL356272.1"
"1849","LINC01724"
"1850","CFH"
"1851","CFHR1"
"1852","ASPM"
"1853","ZBTB41"
"1854","CRB1"
"1855","DENND1B"
"1856","C1orf53"
"1857","NEK7"
"1858","ATP6V1G3"
"1859","AL157402.1"
"1860","PTPRC"
"1861","AL157402.2"
"1862","MIR181A1HG"
"1863","AC096631.1"
"1864","LINC01222"
"1865","NR5A2"
"1866","LINC00862"
"1867","AC104461.1"
"1868","ZNF281"
"1869","KIF14"
"1870","DDX59"
"1871","AL445483.1"
"1872","CAMSAP2"
"1873","GPR25"
"1874","INAVA"
"1875","KIF21B"
"1876","AL358473.1"
"1877","ASCL5"
"1878","TMEM9"
"1879","TNNT2"
"1880","LAD1"
"1881","TNNI1"
"1882","PHLDA3"
"1883","CSRP1"
"1884","AC096677.1"
"1885","NAV1"
"1886","IPO9-AS1"
"1887","AL645504.1"
"1888","IPO9"
"1889","SHISA4"
"1890","AL513217.1"
"1891","TIMM17A"
"1892","RNPEP"
"1893","AC099676.1"
"1894","ELF3-AS1"
"1895","ELF3"
"1896","GPR37L1"
"1897","ARL8A"
"1898","PTPN7"
"1899","LGR6"
"1900","UBE2T"
"1901","PPP1R12B"
"1902","SYT2"
"1903","AC104463.2"
"1904","KDM5B"
"1905","PCAT6"
"1906","RABIF"
"1907","KLHL12"
"1908","ADIPOR1"
"1909","CYB5R1"
"1910","TMEM183A"
"1911","PPFIA4"
"1912","ADORA1"
"1913","MYBPH"
"1914","CHI3L1"
"1915","CHIT1"
"1916","LINC01353"
"1917","LINC01136"
"1918","BTG2"
"1919","PRELP"
"1920","ATP2B4"
"1921","LAX1"
"1922","ZC3H11A"
"1923","ZBED6"
"1924","SNRPE"
"1925","SOX13"
"1926","ETNK2"
"1927","KISS1"
"1928","GOLT1A"
"1929","PLEKHA6"
"1930","PPP1R15B"
"1931","PIK3C2B"
"1932","MDM4"
"1933","AL512306.3"
"1934","LRRN2"
"1935","AL512306.2"
"1936","NFASC"
"1937","CNTN2"
"1938","TMEM81"
"1939","RBBP5"
"1940","DSTYK"
"1941","TMCC2"
"1942","NUAK2"
"1943","KLHDC8A"
"1944","LEMD1-AS1"
"1945","BLACAT1"
"1946","AC098936.1"
"1947","CDK18"
"1948","MFSD4A"
"1949","ELK4"
"1950","SLC45A3"
"1951","NUCKS1"
"1952","RAB29"
"1953","SLC41A1"
"1954","PM20D1"
"1955","RAB7B"
"1956","RHEX"
"1957","FAM72A"
"1958","SRGAP2"
"1959","IKBKE"
"1960","C1orf147"
"1961","AC244034.2"
"1962","RASSF5"
"1963","EIF2D"
"1964","AL591846.2"
"1965","DYRK3"
"1966","MAPKAPK2"
"1967","IL10"
"1968","IL19"
"1969","IL20"
"1970","IL24"
"1971","FCMR"
"1972","PIGR"
"1973","C1orf116"
"1974","PFKFB2"
"1975","YOD1"
"1976","C4BPB"
"1977","C4BPA"
"1978","AL596218.1"
"1979","CD55"
"1980","CR2"
"1981","CR1"
"1982","AL137789.1"
"1983","CR1L"
"1984","CD46"
"1985","MIR29B2CHG"
"1986","CD34"
"1987","AL356275.1"
"1988","PLXNA2"
"1989","LAMB3"
"1990","AL031316.1"
"1991","G0S2"
"1992","HSD11B1"
"1993","TRAF3IP3"
"1994","C1orf74"
"1995","IRF6"
"1996","UTP25"
"1997","HHAT"
"1998","KCNH1"
"1999","RCOR3"
"2000","TRAF5"
"2001","LINC00467"
"2002","SLC30A1"
"2003","NEK2"
"2004","LPGAT1"
"2005","AL445488.1"
"2006","INTS7"
"2007","DTL"
"2008","AL606468.1"
"2009","AL451060.1"
"2010","PPP2R5A"
"2011","AL360091.3"
"2012","TMEM206"
"2013","NENF"
"2014","AC092803.2"
"2015","ATF3"
"2016","FAM71A"
"2017","AL590648.3"
"2018","BATF3"
"2019","NSL1"
"2020","TATDN3"
"2021","SPATA45"
"2022","FLVCR1-DT"
"2023","FLVCR1"
"2024","VASH2"
"2025","ANGEL2"
"2026","RPS6KC1"
"2027","PROX1"
"2028","SMYD2"
"2029","PTPN14"
"2030","CENPF"
"2031","KCTD3"
"2032","USH2A"
"2033","ESRRG"
"2034","GPATCH2"
"2035","SPATA17"
"2036","RRP15"
"2037","TGFB2"
"2038","C1orf143"
"2039","LYPLAL1-DT"
"2040","LYPLAL1"
"2041","AL360093.1"
"2042","AC096642.1"
"2043","AL513283.1"
"2044","ZC3H11B"
"2045","EPRS"
"2046","BPNT1"
"2047","IARS2"
"2048","RAB3GAP2"
"2049","MARK1"
"2050","C1orf115"
"2051","MARC2"
"2052","MARC1"
"2053","RNU6ATAC35P"
"2054","AL445423.1"
"2055","LINC01352"
"2056","HLX-AS1"
"2057","HLX"
"2058","AL445470.1"
"2059","DUSP10"
"2060","LINC01655"
"2061","LINC02257"
"2062","LINC02474"
"2063","AL513314.2"
"2064","HHIPL2"
"2065","TAF1A"
"2066","TAF1A-AS1"
"2067","MIA3"
"2068","AL592148.3"
"2069","AIDA"
"2070","BROX"
"2071","FAM177B"
"2072","AL392172.1"
"2073","AC093152.1"
"2074","DISP1"
"2075","TLR5"
"2076","SUSD4"
"2077","CAPN8"
"2078","CAPN2"
"2079","TP53BP2"
"2080","AC138393.3"
"2081","FBXO28"
"2082","DEGS1"
"2083","AC092809.4"
"2084","NVL"
"2085","CNIH4"
"2086","WDR26"
"2087","CNIH3"
"2088","DNAH14"
"2089","LBR"
"2090","AC092811.2"
"2091","ENAH"
"2092","SRP9"
"2093","EPHX1"
"2094","AL591895.1"
"2095","TMEM63A"
"2096","LEFTY1"
"2097","PYCR2"
"2098","LEFTY2"
"2099","SDE2"
"2100","AL512343.2"
"2101","H3F3A"
"2102","LINC01703"
"2103","ACBD3"
"2104","ACBD3-AS1"
"2105","MIXL1"
"2106","LIN9"
"2107","PARP1"
"2108","STUM"
"2109","ITPKB"
"2110","ITPKB-AS1"
"2111","PSEN2"
"2112","COQ8A"
"2113","CDC42BPA"
"2114","AL353689.2"
"2115","LINC01641"
"2116","ZNF678"
"2117","SNAP47"
"2118","JMJD4"
"2119","PRSS38"
"2120","WNT9A"
"2121","WNT3A"
"2122","AL136379.1"
"2123","ARF1"
"2124","C1orf35"
"2125","MRPL55"
"2126","GUK1"
"2127","GJC2"
"2128","IBA57-DT"
"2129","IBA57"
"2130","OBSCN-AS1"
"2131","OBSCN"
"2132","AL353593.1"
"2133","AL353593.2"
"2134","AL670729.3"
"2135","TRIM11"
"2136","AL670729.1"
"2137","TRIM17"
"2138","HIST3H2A"
"2139","HIST3H2BB"
"2140","RNF187"
"2141","RHOU"
"2142","TMEM78"
"2143","RAB4A"
"2144","AL117350.1"
"2145","CCSAP"
"2146","ACTA1"
"2147","NUP133"
"2148","AL121990.1"
"2149","ABCB10"
"2150","TAF5L"
"2151","URB2"
"2152","LINC01736"
"2153","GALNT2"
"2154","AL136988.2"
"2155","AL136988.1"
"2156","PGBD5"
"2157","LINC01737"
"2158","COG2"
"2159","C1orf198"
"2160","TTC13"
"2161","ARV1"
"2162","FAM89A"
"2163","C1orf131"
"2164","GNPAT"
"2165","EXOC8"
"2166","SPRTN"
"2167","EGLN1"
"2168","AL445524.1"
"2169","TSNAX"
"2170","TSNAX-DISC1"
"2171","LINC00582"
"2172","DISC1"
"2173","SIPA1L2"
"2174","MAP10"
"2175","NTPCR"
"2176","PCNX2"
"2177","MAP3K21"
"2178","KCNK1"
"2179","SLC35F3"
"2180","AL355472.3"
"2181","AL355472.4"
"2182","AL355472.1"
"2183","COA6"
"2184","TARBP1"
"2185","IRF2BP2"
"2186","AL160408.2"
"2187","LINC00184"
"2188","AL160408.3"
"2189","LINC01132"
"2190","AL360294.1"
"2191","AL391832.1"
"2192","AL391832.2"
"2193","AL391832.3"
"2194","AL732292.2"
"2195","TOMM20"
"2196","RBM34"
"2197","ARID4B"
"2198","GGPS1"
"2199","TBCE"
"2200","AL357556.4"
"2201","TBCE.1"
"2202","B3GALNT2"
"2203","GNG4"
"2204","LYST"
"2205","LYST-AS1"
"2206","AL139161.1"
"2207","NID1"
"2208","GPR137B"
"2209","ERO1B"
"2210","EDARADD"
"2211","LGALS8"
"2212","LGALS8-AS1"
"2213","AL359921.2"
"2214","AL359921.1"
"2215","HEATR1"
"2216","MTR"
"2217","RYR2"
"2218","MTRNR2L11"
"2219","AL359551.1"
"2220","AC093426.1"
"2221","CHRM3"
"2222","CHRM3-AS2"
"2223","GREM2"
"2224","RGS7"
"2225","AL359764.1"
"2226","FH"
"2227","KMO"
"2228","OPN3"
"2229","CHML"
"2230","WDR64"
"2231","EXO1"
"2232","MAP1LC3C"
"2233","PLD5"
"2234","CEP170"
"2235","AL606534.1"
"2236","SDCCAG8"
"2237","AKT3"
"2238","AL591721.1"
"2239","AL591885.1"
"2240","ZBTB18"
"2241","AL590483.1"
"2242","AL645465.1"
"2243","ADSS"
"2244","CATSPERE"
"2245","DESI2"
"2246","AL451007.3"
"2247","AL451007.2"
"2248","COX20"
"2249","HNRNPU"
"2250","BX323046.1"
"2251","AL356512.1"
"2252","EFCAB2"
"2253","KIF26B"
"2254","AC104462.1"
"2255","SMYD3"
"2256","AC118555.1"
"2257","TFB2M"
"2258","CNST"
"2259","AL591848.3"
"2260","AL591848.2"
"2261","SCCPDH"
"2262","AL591848.4"
"2263","AHCTF1"
"2264","ZNF695"
"2265","ZNF670-ZNF695"
"2266","ZNF670"
"2267","ZNF669"
"2268","C1orf229"
"2269","ZNF124"
"2270","AL390728.6"
"2271","AL390728.5"
"2272","ZNF496"
"2273","NLRP3"
"2274","OR2B11"
"2275","GCSAML"
"2276","OR2C3"
"2277","AL390860.1"
"2278","TRIM58"
"2279","OR2L8"
"2280","OR2AK2"
"2281","OR2L5"
"2282","OR2L2"
"2283","OR2L3"
"2284","OR2L13"
"2285","OR2M3"
"2286","OR2M4"
"2287","OR2T2"
"2288","AC138089.1"
"2289","OR2G6"
"2290","AC098483.1"
"2291","OR2T29"
"2292","OR2T10"
"2293","OR2T11"
"2294","LYPD8"
"2295","SH3BP5L"
"2296","ZNF672"
"2297","ZNF692"
"2298","AL672291.1"
"2299","PGBD2"
"2300","FAM110C"
"2301","SH3YL1"
"2302","ACP1"
"2303","ALKAL2"
"2304","AC105393.1"
"2305","TMEM18"
"2306","AC092159.2"
"2307","LINC01115"
"2308","AC116614.1"
"2309","SNTG2"
"2310","AC114808.2"
"2311","TPO"
"2312","AC144450.1"
"2313","PXDN"
"2314","MYT1L"
"2315","AC093390.2"
"2316","LINC01250"
"2317","AC019118.2"
"2318","EIPR1"
"2319","TRAPPC12"
"2320","TRAPPC12-AS1"
"2321","AC114810.1"
"2322","ADI1"
"2323","AC231981.1"
"2324","AC108488.1"
"2325","AC108488.2"
"2326","RNASEH1"
"2327","RNASEH1-AS1"
"2328","RPS7"
"2329","COLEC11"
"2330","AC010907.2"
"2331","SOX11"
"2332","LINC01247"
"2333","LINC00487"
"2334","NRIR"
"2335","CMPK2"
"2336","RSAD2"
"2337","AC017076.1"
"2338","RNF144A"
"2339","AC068481.1"
"2340","AC010904.2"
"2341","AC092580.2"
"2342","LINC01871"
"2343","LINC00298"
"2344","LINC00299"
"2345","U91324.1"
"2346","AC011747.2"
"2347","LINC01814"
"2348","ID2-AS1"
"2349","ID2"
"2350","KIDINS220"
"2351","MBOAT2"
"2352","ASAP2"
"2353","ITGB1BP1"
"2354","CPSF3"
"2355","IAH1"
"2356","ADAM17"
"2357","AC080162.1"
"2358","AC073195.1"
"2359","YWHAQ"
"2360","AC082651.3"
"2361","TAF1B"
"2362","AC010969.2"
"2363","GRHL1"
"2364","AC104794.2"
"2365","KLF11"
"2366","AC104794.4"
"2367","CYS1"
"2368","RRM2"
"2369","AC007240.1"
"2370","C2orf48"
"2371","HPCAL1"
"2372","ODC1"
"2373","AC007249.2"
"2374","NOL10"
"2375","RN7SL832P"
"2376","ATP6V1C2"
"2377","AC092687.3"
"2378","PDIA6"
"2379","LINC01954"
"2380","AC062028.1"
"2381","C2orf50"
"2382","PQLC3"
"2383","ROCK2"
"2384","E2F6"
"2385","GREB1"
"2386","LPIN1"
"2387","MIR3681HG"
"2388","AC009486.1"
"2389","TRIB2"
"2390","LINC00276"
"2391","FAM84A"
"2392","AC068286.1"
"2393","NBAS"
"2394","DDX1"
"2395","MYCNOS"
"2396","MYCN"
"2397","AC010745.5"
"2398","FAM49A"
"2399","SMC6"
"2400","GEN1"
"2401","KCNS3"
"2402","AC079148.1"
"2403","RDH14"
"2404","NT5C1B"
"2405","AC106053.1"
"2406","LINC01376"
"2407","LINC00954"
"2408","TTC32"
"2409","AC013400.1"
"2410","WDR35"
"2411","LAPTM4A"
"2412","AC098828.2"
"2413","SDC1"
"2414","PUM2"
"2415","RHOB"
"2416","AC023137.1"
"2417","HS1BP3"
"2418","AC012065.3"
"2419","GDF7"
"2420","AC012065.4"
"2421","LDAH"
"2422","TDRD15"
"2423","AC018742.1"
"2424","KLHL29"
"2425","AC009242.1"
"2426","ATAD2B"
"2427","UBXN2A"
"2428","MFSD2B"
"2429","WDCP"
"2430","FKBP1B"
"2431","SF3B6"
"2432","FAM228B"
"2433","TP53I3"
"2434","PFN4"
"2435","AC008073.3"
"2436","AC008073.2"
"2437","FAM228A"
"2438","AC008073.1"
"2439","ITSN2"
"2440","AC009228.1"
"2441","NCOA1"
"2442","PTRHD1"
"2443","CENPO"
"2444","ADCY3"
"2445","AC012073.1"
"2446","DNAJC27"
"2447","DNAJC27-AS1"
"2448","EFR3B"
"2449","POMC"
"2450","LINC01381"
"2451","DNMT3A"
"2452","AC012074.1"
"2453","DTNB"
"2454","AC104699.1"
"2455","ASXL2"
"2456","KIF3C"
"2457","RAB10"
"2458","GAREM2"
"2459","HADHA"
"2460","HADHB"
"2461","ADGRF3"
"2462","SELENOI"
"2463","DRC1"
"2464","OTOF"
"2465","KCNK3"
"2466","SLC35F6"
"2467","CENPA"
"2468","DPYSL5"
"2469","MAPRE3"
"2470","TMEM214"
"2471","AGBL5"
"2472","AGBL5-AS1"
"2473","AC013472.3"
"2474","AC013403.2"
"2475","OST4"
"2476","EMILIN1"
"2477","KHK"
"2478","CGREF1"
"2479","ABHD1"
"2480","PREB"
"2481","TCF23"
"2482","SLC5A6"
"2483","ATRAID"
"2484","CAD"
"2485","SLC30A3"
"2486","TRIM54"
"2487","UCN"
"2488","MPV17"
"2489","GTF3C2"
"2490","GTF3C2-AS1"
"2491","AC074117.1"
"2492","EIF2B4"
"2493","SNX17"
"2494","ZNF513"
"2495","PPM1G"
"2496","NRBP1"
"2497","KRTCAP3"
"2498","IFT172"
"2499","C2orf16"
"2500","ZNF512"
"2501","CCDC121"
"2502","GPN1"
"2503","SUPT7L"
"2504","SLC4A1AP"
"2505","LINC01460"
"2506","MRPL33"
"2507","RBKS"
"2508","BABAM2"
"2509","AC093690.1"
"2510","AC104695.2"
"2511","FOSL2"
"2512","AC104695.3"
"2513","PLB1"
"2514","AC092164.1"
"2515","PPP1CB"
"2516","SPDYA"
"2517","AC097724.1"
"2518","TRMT61B"
"2519","WDR43"
"2520","TOGARAM2"
"2521","CLIP4"
"2522","ALK"
"2523","AC106870.1"
"2524","AC016907.2"
"2525","YPEL5"
"2526","LBH"
"2527","LINC01936"
"2528","LCLAT1"
"2529","GALNT14"
"2530","CAPN14"
"2531","EHD3"
"2532","XDH"
"2533","SRD5A2"
"2534","AL121652.1"
"2535","MEMO1"
"2536","DPY30"
"2537","AL121655.1"
"2538","SPAST"
"2539","AL121658.1"
"2540","SLC30A6"
"2541","NLRC4"
"2542","YIPF4"
"2543","AL133245.1"
"2544","BIRC6"
"2545","BIRC6-AS1"
"2546","TTC27"
"2547","LTBP1"
"2548","RASGRP3"
"2549","AC020594.1"
"2550","FAM98A"
"2551","AC012593.1"
"2552","AC009414.2"
"2553","CRIM1"
"2554","AC007378.1"
"2555","FEZ2"
"2556","VIT"
"2557","STRN"
"2558","HEATR5B"
"2559","GPATCH11"
"2560","EIF2AK2"
"2561","CEBPZOS"
"2562","CEBPZ"
